--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./temp\15.jpg            	우리시                      	0.9993
./temp\16.jpg            	관내                       	0.9995
./temp\17.jpg            	붙임과                      	0.9991
./temp\18.jpg            	같은                       	0.9988
./temp\19.jpg            	건축허가                     	0.9996
./temp\20.jpg            	사항이                      	0.9992
./temp\21.jpg            	있어                       	0.9982
./temp\22.jpg            	알려드리오니                   	0.9942
./temp\23.jpg            	관련업무                     	0.9954
./temp\24.jpg            	추진에                      	0.9983
./temp\25.jpg            	차질                       	0.9970
./temp\26.jpg            	이                        	0.9988
./temp\27.jpg            	없으시기                     	0.9974
./temp\28.jpg            	바랍니다.                    	0.9991
./temp\29.jpg            	덧붙임                      	0.9836
./temp\30.jpg            	건축허가서                    	0.9995
./temp\31.jpg            	사본                       	0.9994
./temp\32.jpg            	1부                       	0.9998
./temp\33.jpg            	끝.                       	0.9922
./temp\34.jpg            	:                        	0.9998
./temp\35.jpg            	김                        	0.9997
./temp\36.jpg            	해                        	0.9999
./temp\37.jpg            	시                        	0.9994
./temp\38.jpg            	장                        	0.9998
./temp\39.jpg            	수신자                      	0.9995
./temp\40.jpg            	세무과장                     	0.9978
./temp\41.jpg            	:                        	0.9999
./temp\42.jpg            	전결                       	0.9989
./temp\43.jpg            	3115                     	0.8947
./temp\44.jpg            	지방건축주사보                  	0.9962
./temp\45.jpg            	최석문                      	0.9591
./temp\46.jpg            	지방건축주사                   	0.9967
./temp\47.jpg            	허가과장                     	0.9994
./temp\48.jpg            	협조자                      	0.9985
./temp\49.jpg            	시행                       	0.9997
./temp\50.jpg            	허가과-4152                 	0.6851
./temp\51.jpg            	(2005.3.15)              	0.9069
./temp\52.jpg            	접수                       	0.9976
./temp\53.jpg            	(                        	0.9913
./temp\54.jpg            	)                        	0.9993
./temp\55.jpg            	우                        	0.9995
./temp\56.jpg            	621-701                  	0.9991
./temp\57.jpg            	김해시                      	0.9997
./temp\58.jpg            	부원동                      	0.9997
./temp\59.jpg            	623번지                    	0.9996
./temp\60.jpg            	/                        	0.9904
./temp\61.jpg            	전화                       	0.9998
./temp\62.jpg            	055-330-3708             	0.9975
./temp\63.jpg            	전송                       	0.9973
./temp\64.jpg            	055-330-3689             	0.9971
./temp\65.jpg            	/                        	0.9897
./temp\66.jpg            	choism@gimhae.go.kr      	0.3733
./temp\67.jpg            	/                        	0.9801
./temp\68.jpg            	부분공개                     	0.9952
./temp\69.jpg            	055-330-3689             	0.9971
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
